Date,Time|CST,Stage|Meters,Discharge|Cubic Meters per Second,Preciptation|Accumulation Milimeters
07/22/2022,13:45,1.220,0.98,154.94
07/22/2022,13:30,1.223,1.00,154.94
07/22/2022,13:15,1.223,1.00,154.94
07/22/2022,13:00,1.225,1.01,154.94
07/22/2022,12:45,1.224,1.00,154.94
07/22/2022,12:30,1.224,1.00,154.94
07/22/2022,12:15,1.224,1.00,154.94
07/22/2022,12:00,1.222,0.99,154.94
07/22/2022,11:45,1.222,0.99,154.94
07/22/2022,11:30,1.222,0.99,154.94
07/22/2022,11:15,1.222,0.99,154.94
07/22/2022,11:00,1.221,0.98,154.94
07/22/2022,10:45,1.223,1.00,154.94
07/22/2022,10:30,1.222,0.99,154.94
07/22/2022,10:15,1.222,0.99,154.94
07/22/2022,10:00,1.222,0.99,154.94
07/22/2022,09:45,1.223,1.00,154.94
07/22/2022,09:30,1.223,1.00,154.94
07/22/2022,09:15,1.224,1.00,154.94
07/22/2022,09:00,1.224,1.00,154.94
07/22/2022,08:45,1.224,1.00,154.94
07/22/2022,08:30,1.224,1.00,154.94
07/22/2022,08:15,1.224,1.00,154.94
07/22/2022,08:00,1.225,1.01,154.94
07/22/2022,07:45,1.223,1.00,154.94
07/22/2022,07:30,1.225,1.01,154.94
07/22/2022,07:15,1.225,1.01,154.94
07/22/2022,07:00,1.226,1.02,154.94
07/22/2022,06:45,1.225,1.01,154.94
07/22/2022,06:30,1.225,1.01,154.94
07/22/2022,06:15,1.225,1.01,154.94
07/22/2022,06:00,1.225,1.01,154.94
07/22/2022,05:45,1.224,1.00,154.94
07/22/2022,05:30,1.225,1.01,154.94
07/22/2022,05:15,1.225,1.01,154.94
07/22/2022,05:00,1.225,1.01,154.94
07/22/2022,04:45,1.224,1.00,154.94
07/22/2022,04:30,1.225,1.01,154.94
07/22/2022,04:15,1.225,1.01,154.94
07/22/2022,04:00,1.225,1.01,154.94
07/22/2022,03:45,1.225,1.01,154.94
07/22/2022,03:30,1.226,1.01,154.94
07/22/2022,03:15,1.226,1.01,154.94
07/22/2022,03:00,1.227,1.02,154.94
07/22/2022,02:45,1.227,1.02,154.94
07/22/2022,02:30,1.228,1.03,154.94
07/22/2022,02:15,1.229,1.03,154.94
07/22/2022,02:00,1.230,1.03,154.94
07/22/2022,01:45,1.231,1.04,154.94
07/22/2022,01:30,1.230,1.03,154.94
07/22/2022,01:15,1.231,1.04,154.94
07/22/2022,01:00,1.231,1.04,154.94
07/22/2022,00:45,1.231,1.04,154.94
07/22/2022,00:30,1.229,1.03,154.94
07/22/2022,00:15,1.230,1.03,154.94
07/22/2022,00:00,1.230,1.03,154.94
07/21/2022,23:45,1.232,1.05,154.94
07/21/2022,23:30,1.234,1.06,154.94
07/21/2022,23:15,1.235,1.07,154.94
07/21/2022,23:00,1.236,1.07,154.94
07/21/2022,22:45,1.239,1.09,154.94
07/21/2022,22:30,1.241,1.11,154.94
07/21/2022,22:15,1.243,1.12,154.94
07/21/2022,22:00,1.244,1.13,154.94
07/21/2022,21:45,1.243,1.12,154.94
07/21/2022,21:30,1.242,1.11,154.94
07/21/2022,21:15,1.240,1.10,154.94
07/21/2022,21:00,1.237,1.08,154.94
07/21/2022,20:45,1.234,1.06,154.94
07/21/2022,20:30,1.234,1.06,154.94
07/21/2022,20:15,1.233,1.05,154.94
07/21/2022,20:00,1.234,1.06,154.94
07/21/2022,19:45,1.236,1.07,154.94
07/21/2022,19:30,1.237,1.08,154.94
07/21/2022,19:15,1.239,1.09,154.94
07/21/2022,19:00,1.240,1.10,154.94
07/21/2022,18:45,1.240,1.10,154.94
07/21/2022,18:30,1.239,1.09,154.94
07/21/2022,18:15,1.238,1.08,154.94
07/21/2022,18:00,1.235,1.06,154.94
07/21/2022,17:45,1.234,1.06,154.94
07/21/2022,17:30,1.234,1.06,154.94
07/21/2022,17:15,1.234,1.06,154.94
07/21/2022,17:00,1.237,1.08,154.94
07/21/2022,16:45,1.237,1.08,154.94
07/21/2022,16:30,1.239,1.09,154.94
07/21/2022,16:15,1.238,1.08,154.94
07/21/2022,16:00,1.237,1.08,154.94
07/21/2022,15:45,1.234,1.06,154.94
07/21/2022,15:30,1.232,1.04,154.94
07/21/2022,15:15,1.226,1.00,154.94
07/21/2022,15:00,1.220,0.97,154.94
07/21/2022,14:45,1.215,0.94,154.94
07/21/2022,14:30,1.212,0.92,154.94
07/21/2022,14:15,1.210,0.90,154.94
07/21/2022,14:00,1.209,0.90,154.94
07/21/2022,13:45,1.209,0.90,154.94
07/21/2022,13:30,1.209,0.90,154.94
07/21/2022,13:15,1.210,0.90,154.94
07/21/2022,13:00,1.211,0.91,154.94
07/21/2022,12:45,1.212,0.92,154.94
07/21/2022,12:30,1.212,0.92,154.94
07/21/2022,12:15,1.214,0.93,154.94
07/21/2022,12:00,1.215,0.93,154.94
07/21/2022,11:45,1.216,0.94,154.94
07/21/2022,11:30,1.217,0.95,154.94
07/21/2022,11:15,1.218,0.95,154.94
07/21/2022,11:00,1.219,0.96,154.94
07/21/2022,10:45,1.222,0.98,154.94
07/21/2022,10:30,1.224,0.99,154.94
07/21/2022,10:15,1.226,1.00,154.94
07/21/2022,10:00,1.228,1.02,154.94
07/21/2022,09:45,1.229,1.02,154.94
07/21/2022,09:30,1.230,1.03,154.94
07/21/2022,09:15,1.230,1.03,154.94
07/21/2022,09:00,1.229,1.02,154.94
07/21/2022,08:45,1.230,1.03,154.94
07/21/2022,08:30,1.231,1.03,154.94
07/21/2022,08:15,1.231,1.03,154.94
07/21/2022,08:00,1.233,1.05,154.94
07/21/2022,07:45,1.234,1.05,154.94
07/21/2022,07:30,1.237,1.07,154.94
07/21/2022,07:15,1.238,1.08,154.94
07/21/2022,07:00,1.239,1.09,154.94
07/21/2022,06:45,1.240,1.09,154.94
07/21/2022,06:30,1.241,1.10,154.94
07/21/2022,06:15,1.240,1.09,154.94
07/21/2022,06:00,1.240,1.09,154.94
07/21/2022,05:45,1.239,1.09,154.94
07/21/2022,05:30,1.239,1.09,154.94
07/21/2022,05:15,1.237,1.07,154.94
07/21/2022,05:00,1.236,1.07,154.94
07/21/2022,04:45,1.234,1.05,154.94
07/21/2022,04:30,1.231,1.03,154.94
07/21/2022,04:15,1.228,1.01,154.94
07/21/2022,04:00,1.227,1.01,154.94
07/21/2022,03:45,1.227,1.01,154.94
07/21/2022,03:30,1.228,1.01,154.94
07/21/2022,03:15,1.232,1.04,154.94
07/21/2022,03:00,1.236,1.07,154.94
07/21/2022,02:45,1.238,1.08,154.94
07/21/2022,02:30,1.239,1.09,154.94
07/21/2022,02:15,1.239,1.09,154.94
07/21/2022,02:00,1.237,1.07,154.94
07/21/2022,01:45,1.235,1.06,154.94
07/21/2022,01:30,1.232,1.04,154.94
07/21/2022,01:15,1.228,1.01,154.94
07/21/2022,01:00,1.226,1.00,154.94
07/21/2022,00:45,1.225,0.99,154.94
07/21/2022,00:30,1.226,1.00,154.94
07/21/2022,00:15,1.229,1.02,154.94
07/21/2022,00:00,1.230,1.03,154.94
07/20/2022,23:45,1.233,1.05,154.94
07/20/2022,23:30,1.238,1.08,154.94
07/20/2022,23:15,1.240,1.09,154.94
07/20/2022,23:00,1.242,1.10,154.94
07/20/2022,22:45,1.244,1.12,154.94
07/20/2022,22:30,1.246,1.13,154.94
07/20/2022,22:15,1.247,1.14,154.94
07/20/2022,22:00,1.249,1.15,154.94
07/20/2022,21:45,1.250,1.16,154.94
07/20/2022,21:30,1.253,1.18,154.94
07/20/2022,21:15,1.255,1.19,154.94
07/20/2022,21:00,1.257,1.21,154.94
07/20/2022,20:45,1.262,1.24,154.94
07/20/2022,20:30,1.266,1.27,154.94
07/20/2022,20:15,1.268,1.29,154.94
07/20/2022,20:00,1.271,1.31,154.94
07/20/2022,19:45,1.270,1.30,154.94
07/20/2022,19:30,1.263,1.25,154.94
07/20/2022,19:15,1.251,1.17,154.94
07/20/2022,19:00,1.238,1.08,154.94
07/20/2022,18:45,1.226,1.00,154.94
07/20/2022,18:30,1.217,0.94,154.94
07/20/2022,18:15,1.211,0.91,154.94
07/20/2022,18:00,1.209,0.89,154.94
07/20/2022,17:45,1.210,0.90,154.94
07/20/2022,17:30,1.210,0.90,154.94
07/20/2022,17:15,1.210,0.90,154.94
07/20/2022,17:00,1.210,0.90,154.94
07/20/2022,16:45,1.211,0.90,154.94
07/20/2022,16:30,1.211,0.90,154.94
07/20/2022,16:15,1.213,0.92,154.94
07/20/2022,16:00,1.214,0.92,154.94
07/20/2022,15:45,1.215,0.93,154.94
07/20/2022,15:30,1.217,0.94,154.94
07/20/2022,15:15,1.218,0.95,154.94
07/20/2022,15:00,1.220,0.96,154.94
07/20/2022,14:45,1.219,0.95,154.94
07/20/2022,14:30,1.219,0.95,154.94
07/20/2022,14:15,1.218,0.95,154.94
07/20/2022,14:00,1.217,0.93,154.94
07/20/2022,13:45,1.215,0.92,154.94
07/20/2022,13:30,1.214,0.92,154.94
07/20/2022,13:15,1.214,0.92,154.94
07/20/2022,13:00,1.215,0.92,154.94
07/20/2022,12:45,1.216,0.93,154.94
07/20/2022,12:30,1.219,0.95,154.94
07/20/2022,12:15,1.221,0.96,154.94
07/20/2022,12:00,1.224,0.98,154.94
07/20/2022,11:45,1.227,1.00,154.94
07/20/2022,11:30,1.232,1.03,154.94
07/20/2022,11:15,1.235,1.05,154.94
07/20/2022,11:00,1.239,1.07,154.94
07/20/2022,10:45,1.241,1.09,154.94
07/20/2022,10:30,1.242,1.09,154.94
07/20/2022,10:15,1.242,1.09,154.94
07/20/2022,10:00,1.241,1.09,154.94
07/20/2022,09:45,1.242,1.09,154.94
07/20/2022,09:30,1.241,1.09,154.94
07/20/2022,09:15,1.242,1.09,154.94
07/20/2022,09:00,1.243,1.10,154.94
07/20/2022,08:45,1.243,1.10,154.94
07/20/2022,08:30,1.245,1.11,154.94
07/20/2022,08:15,1.245,1.11,154.94
07/20/2022,08:00,1.245,1.11,154.94
07/20/2022,07:45,1.246,1.12,154.94
07/20/2022,07:30,1.245,1.11,154.94
07/20/2022,07:15,1.247,1.13,154.94
07/20/2022,07:00,1.246,1.12,154.94
07/20/2022,06:45,1.246,1.12,154.94
07/20/2022,06:30,1.247,1.13,154.94
07/20/2022,06:15,1.246,1.12,154.94
07/20/2022,06:00,1.246,1.12,154.94
07/20/2022,05:45,1.246,1.12,154.94
07/20/2022,05:30,1.245,1.11,154.94
07/20/2022,05:15,1.245,1.11,154.94
07/20/2022,05:00,1.245,1.11,154.94
07/20/2022,04:45,1.245,1.11,154.94
07/20/2022,04:30,1.245,1.11,154.94
07/20/2022,04:15,1.245,1.11,154.94
07/20/2022,04:00,1.245,1.11,154.94
07/20/2022,03:45,1.245,1.11,154.94
07/20/2022,03:30,1.245,1.11,154.94
07/20/2022,03:15,1.246,1.12,154.94
07/20/2022,03:00,1.245,1.11,154.94
07/20/2022,02:45,1.245,1.11,154.94
07/20/2022,02:30,1.245,1.11,154.94
07/20/2022,02:15,1.244,1.11,154.94
07/20/2022,02:00,1.244,1.11,154.94
07/20/2022,01:45,1.244,1.11,154.94
07/20/2022,01:30,1.244,1.11,154.94
07/20/2022,01:15,1.244,1.11,154.94
07/20/2022,01:00,1.246,1.12,154.94
07/20/2022,00:45,1.247,1.13,154.94
07/20/2022,00:30,1.248,1.13,154.94
07/20/2022,00:15,1.247,1.13,154.94
07/20/2022,00:00,1.247,1.13,154.94
07/19/2022,23:45,1.248,1.13,154.94
07/19/2022,23:30,1.251,1.15,154.94
07/19/2022,23:15,1.253,1.17,154.94
07/19/2022,23:00,1.258,1.20,154.94
07/19/2022,22:45,1.262,1.23,154.94
07/19/2022,22:30,1.266,1.26,154.94
07/19/2022,22:15,1.269,1.28,154.94
07/19/2022,22:00,1.272,1.30,154.94
07/19/2022,21:45,1.272,1.30,154.94
07/19/2022,21:30,1.271,1.29,154.94
07/19/2022,21:15,1.269,1.28,154.94
07/19/2022,21:00,1.267,1.26,154.94
07/19/2022,20:45,1.264,1.24,154.94
07/19/2022,20:30,1.261,1.22,154.94
07/19/2022,20:15,1.257,1.19,154.94
07/19/2022,20:00,1.255,1.18,154.94
07/19/2022,19:45,1.254,1.17,154.94
07/19/2022,19:30,1.254,1.17,154.94
07/19/2022,19:15,1.253,1.16,154.94
07/19/2022,19:00,1.253,1.16,154.94
07/19/2022,18:45,1.253,1.16,154.94
07/19/2022,18:30,1.252,1.16,154.94
07/19/2022,18:15,1.251,1.15,154.94
07/19/2022,18:00,1.252,1.16,154.94
07/19/2022,17:45,1.252,1.16,154.94
07/19/2022,17:30,1.253,1.16,154.94
07/19/2022,17:15,1.251,1.15,154.94
07/19/2022,17:00,1.250,1.14,154.94
07/19/2022,16:45,1.247,1.12,154.94
07/19/2022,16:30,1.242,1.09,154.94
07/19/2022,16:15,1.238,1.06,154.94
07/19/2022,16:00,1.232,1.02,154.94
07/19/2022,15:45,1.229,1.00,154.94
07/19/2022,15:30,1.228,1.00,154.94
07/19/2022,15:15,1.227,0.99,154.94
07/19/2022,15:00,1.226,0.98,154.94
07/19/2022,14:45,1.227,0.99,154.94
07/19/2022,14:30,1.226,0.98,154.94
07/19/2022,14:15,1.227,0.99,154.94
07/19/2022,14:00,1.226,0.98,154.94
07/19/2022,13:45,1.225,0.98,154.94
07/19/2022,13:30,1.225,0.98,154.94
07/19/2022,13:15,1.224,0.97,154.94
07/19/2022,13:00,1.225,0.98,154.94
07/19/2022,12:45,1.226,0.98,154.94
07/19/2022,12:30,1.227,0.99,154.94
07/19/2022,12:15,1.231,1.02,154.94
07/19/2022,12:00,1.234,1.04,154.94
07/19/2022,11:45,1.238,1.06,154.94
07/19/2022,11:30,1.243,1.09,154.94
07/19/2022,11:15,1.247,1.12,154.94
07/19/2022,11:00,1.251,1.15,154.94
07/19/2022,10:45,1.255,1.18,154.94
07/19/2022,10:30,1.256,1.18,154.94
07/19/2022,10:15,1.256,1.18,154.94
07/19/2022,10:00,1.256,1.18,154.94
07/19/2022,09:45,1.254,1.17,154.94
07/19/2022,09:30,1.250,1.14,154.94
07/19/2022,09:15,1.244,1.10,154.94
07/19/2022,09:00,1.240,1.07,154.94
07/19/2022,08:45,1.236,1.05,154.94
07/19/2022,08:30,1.232,1.02,154.94
07/19/2022,08:15,1.232,1.02,154.94
07/19/2022,08:00,1.231,1.01,154.94
07/19/2022,07:45,1.233,1.03,154.94
07/19/2022,07:30,1.235,1.04,154.94
07/19/2022,07:15,1.235,1.04,154.94
07/19/2022,07:00,1.238,1.06,154.94
07/19/2022,06:45,1.241,1.08,154.94
07/19/2022,06:30,1.242,1.09,154.94
07/19/2022,06:15,1.243,1.09,154.94
07/19/2022,06:00,1.243,1.09,154.94
07/19/2022,05:45,1.244,1.10,154.94
07/19/2022,05:30,1.244,1.10,154.94
07/19/2022,05:15,1.245,1.11,154.94
07/19/2022,05:00,1.244,1.10,154.94
07/19/2022,04:45,1.243,1.09,154.94
07/19/2022,04:30,1.243,1.09,154.94
07/19/2022,04:15,1.242,1.09,154.94
07/19/2022,04:00,1.241,1.08,154.94
07/19/2022,03:45,1.241,1.08,154.94
07/19/2022,03:30,1.242,1.09,154.94
07/19/2022,03:15,1.241,1.08,154.94
07/19/2022,03:00,1.242,1.09,154.94
07/19/2022,02:45,1.242,1.09,154.94
07/19/2022,02:30,1.243,1.09,154.94
07/19/2022,02:15,1.242,1.09,154.94
07/19/2022,02:00,1.242,1.08,154.94
07/19/2022,01:45,1.242,1.08,154.94
07/19/2022,01:30,1.238,1.05,154.94
07/19/2022,01:15,1.236,1.04,154.94
07/19/2022,01:00,1.232,1.01,154.94
07/19/2022,00:45,1.229,0.99,154.94
07/19/2022,00:30,1.228,0.99,154.94
07/19/2022,00:15,1.229,0.99,154.94
07/19/2022,00:00,1.233,1.02,154.94
07/18/2022,23:45,1.235,1.03,154.94
07/18/2022,23:30,1.240,1.06,154.94
07/18/2022,23:15,1.244,1.09,154.94
07/18/2022,23:00,1.246,1.10,154.94
07/18/2022,22:45,1.248,1.12,154.94
07/18/2022,22:30,1.250,1.13,154.94
07/18/2022,22:15,1.251,1.14,154.94
07/18/2022,22:00,1.252,1.14,154.94
07/18/2022,21:45,1.253,1.15,154.94
07/18/2022,21:30,1.253,1.15,154.94
07/18/2022,21:15,1.252,1.14,154.94
07/18/2022,21:00,1.249,1.12,154.94
07/18/2022,20:45,1.243,1.08,154.94
07/18/2022,20:30,1.237,1.04,154.94
07/18/2022,20:15,1.230,1.00,154.94
07/18/2022,20:00,1.224,0.96,154.94
07/18/2022,19:45,1.220,0.94,154.94
07/18/2022,19:30,1.217,0.92,154.94
07/18/2022,19:15,1.215,0.90,154.94
07/18/2022,19:00,1.213,0.89,154.94
07/18/2022,18:45,1.213,0.89,154.94
07/18/2022,18:30,1.213,0.89,154.94
07/18/2022,18:15,1.213,0.89,154.94
07/18/2022,18:00,1.213,0.89,154.94
07/18/2022,17:45,1.214,0.90,154.94
07/18/2022,17:30,1.216,0.91,154.94
07/18/2022,17:15,1.218,0.92,154.94
07/18/2022,17:00,1.220,0.93,154.94
07/18/2022,16:45,1.222,0.95,154.94
07/18/2022,16:30,1.225,0.97,154.94
07/18/2022,16:15,1.230,1.00,154.94
07/18/2022,16:00,1.232,1.01,154.94
07/18/2022,15:45,1.235,1.03,154.94
07/18/2022,15:30,1.237,1.04,154.94
07/18/2022,15:15,1.238,1.05,154.94
07/18/2022,15:00,1.240,1.06,154.94
07/18/2022,14:45,1.239,1.06,154.94
07/18/2022,14:30,1.239,1.06,154.94
07/18/2022,14:15,1.240,1.06,154.94
07/18/2022,14:00,1.239,1.06,154.94
07/18/2022,13:45,1.241,1.07,154.94
07/18/2022,13:30,1.241,1.07,154.94
07/18/2022,13:15,1.239,1.05,154.94
07/18/2022,13:00,1.240,1.06,154.94
07/18/2022,12:45,1.241,1.07,154.94
07/18/2022,12:30,1.242,1.07,154.94
07/18/2022,12:15,1.241,1.07,154.94
07/18/2022,12:00,1.241,1.07,154.94
07/18/2022,11:45,1.243,1.08,154.94
07/18/2022,11:30,1.242,1.07,154.94
07/18/2022,11:15,1.242,1.07,154.94
07/18/2022,11:00,1.242,1.07,154.94
07/18/2022,10:45,1.241,1.07,154.94
07/18/2022,10:30,1.240,1.06,154.94
07/18/2022,10:15,1.238,1.05,154.94
07/18/2022,10:00,1.235,1.03,154.94
07/18/2022,09:45,1.233,1.01,154.94
07/18/2022,09:30,1.232,1.01,154.94
07/18/2022,09:15,1.232,1.01,154.94
07/18/2022,09:00,1.233,1.01,154.94
07/18/2022,08:45,1.233,1.01,154.94
07/18/2022,08:30,1.234,1.02,154.94
07/18/2022,08:15,1.235,1.03,154.94
07/18/2022,08:00,1.235,1.03,154.94
07/18/2022,07:45,1.235,1.03,154.94
07/18/2022,07:30,1.239,1.05,154.94
07/18/2022,07:15,1.242,1.07,154.94
07/18/2022,07:00,1.241,1.07,154.94
07/18/2022,06:45,1.244,1.09,154.94
07/18/2022,06:30,1.238,1.05,154.94
07/18/2022,06:15,1.242,1.07,154.94
07/18/2022,06:00,1.243,1.08,154.94
07/18/2022,05:45,1.245,1.10,154.94
07/18/2022,05:30,1.249,1.12,154.94
07/18/2022,05:15,1.252,1.14,154.94
07/18/2022,05:00,1.258,1.18,154.94
07/18/2022,04:45,1.262,1.21,154.94
07/18/2022,04:30,1.267,1.25,154.94
07/18/2022,04:15,1.269,1.26,154.94
07/18/2022,04:00,1.270,1.27,154.94
07/18/2022,03:45,1.273,1.29,154.94
07/18/2022,03:30,1.270,1.27,154.94
07/18/2022,03:15,1.268,1.26,154.94
07/18/2022,03:00,1.266,1.24,154.94
07/18/2022,02:45,1.262,1.21,154.94
07/18/2022,02:30,1.259,1.19,154.94
07/18/2022,02:15,1.256,1.17,154.94
07/18/2022,02:00,1.253,1.15,154.94
07/18/2022,01:45,1.253,1.15,154.94
07/18/2022,01:30,1.253,1.15,154.94
07/18/2022,01:15,1.253,1.15,154.94
07/18/2022,01:00,1.252,1.14,154.94
07/18/2022,00:45,1.253,1.15,154.94
07/18/2022,00:30,1.254,1.15,154.94
07/18/2022,00:15,1.255,1.16,154.94
07/18/2022,00:00,1.256,1.17,154.94
07/17/2022,23:45,1.258,1.18,154.94
07/17/2022,23:30,1.260,1.20,154.94
07/17/2022,23:15,1.261,1.20,154.94
07/17/2022,23:00,1.261,1.20,154.94
07/17/2022,22:45,1.262,1.21,154.94
07/17/2022,22:30,1.261,1.20,154.94
07/17/2022,22:15,1.262,1.21,154.94
07/17/2022,22:00,1.263,1.22,154.94
07/17/2022,21:45,1.260,1.20,154.94
07/17/2022,21:30,1.258,1.18,154.94
